Sexo;Comunidades Autónomas;Sábados trabajados al mes;Periodo;Total
Ambos sexos;Castilla - La Mancha;Dos o más al mes;2021T4;180,7
Ambos sexos;Castilla - La Mancha;Dos o más al mes;2021T3;184,1
Ambos sexos;Castilla - La Mancha;Dos o más al mes;2021T2;175,9
Ambos sexos;Castilla - La Mancha;Dos o más al mes;2021T1;165,7
Ambos sexos;Castilla - La Mancha;Dos o más al mes;2020T4;172,1
Ambos sexos;Castilla - La Mancha;Dos o más al mes;2020T3;168
Ambos sexos;Castilla - La Mancha;Dos o más al mes;2020T2;127,1
Ambos sexos;Castilla - La Mancha;Ninguno;2024T2;533,5
Ambos sexos;Castilla - La Mancha;Ninguno;2024T1;525,5
Ambos sexos;Castilla - La Mancha;Ninguno;2023T4;528
Ambos sexos;Castilla - La Mancha;Ninguno;2023T3;519,4
Ambos sexos;Castilla - La Mancha;Ninguno;2023T2;510,8
Ambos sexos;Castilla - La Mancha;Ninguno;2023T1;502,4
Ambos sexos;Castilla - La Mancha;Ninguno;2022T4;480,7
Ambos sexos;Castilla - La Mancha;Ninguno;2022T3;467,1
Ambos sexos;Castilla - La Mancha;Ninguno;2022T2;479,5
Ambos sexos;Castilla - La Mancha;Ninguno;2022T1;483,9
Ambos sexos;Castilla - La Mancha;Ninguno;2021T4;474,4
Ambos sexos;Castilla - La Mancha;Ninguno;2021T3;466,7
Ambos sexos;Castilla - La Mancha;Ninguno;2021T2;453,4
Ambos sexos;Castilla - La Mancha;Ninguno;2021T1;452
Ambos sexos;Castilla - La Mancha;Ninguno;2020T4;445,1
Ambos sexos;Castilla - La Mancha;Ninguno;2020T3;430,1
Ambos sexos;Castilla - La Mancha;Ninguno;2020T2;439,2
Ambos sexos;Castilla - La Mancha;No sabe;2024T2;13,9
Ambos sexos;Castilla - La Mancha;No sabe;2024T1;9,5
Ambos sexos;Castilla - La Mancha;No sabe;2023T4;10,3
Ambos sexos;Castilla - La Mancha;No sabe;2023T3;11,2
Ambos sexos;Castilla - La Mancha;No sabe;2023T2;10,8
Ambos sexos;Castilla - La Mancha;No sabe;2023T1;10,8
Ambos sexos;Castilla - La Mancha;No sabe;2022T4;14,2
Ambos sexos;Castilla - La Mancha;No sabe;2022T3;18,7
Ambos sexos;Castilla - La Mancha;No sabe;2022T2;13,6
Ambos sexos;Castilla - La Mancha;No sabe;2022T1;12,6
Ambos sexos;Castilla - La Mancha;No sabe;2021T4;16,3
Ambos sexos;Castilla - La Mancha;No sabe;2021T3;13,5
Ambos sexos;Castilla - La Mancha;No sabe;2021T2;11,9
Ambos sexos;Castilla - La Mancha;No sabe;2021T1;9,1
Ambos sexos;Castilla - La Mancha;No sabe;2020T4;15,7
Ambos sexos;Castilla - La Mancha;No sabe;2020T3;20,1
Ambos sexos;Castilla - La Mancha;No sabe;2020T2;16,9
Ambos sexos;Cataluña;Total;2024T2;3,284,60
Ambos sexos;Cataluña;Total;2024T1;3,276,10
Ambos sexos;Cataluña;Total;2023T4;3,228,50
Ambos sexos;Cataluña;Total;2023T3;3,278,30
Ambos sexos;Cataluña;Total;2023T2;3,157,40
Ambos sexos;Cataluña;Total;2023T1;3,045,80
Ambos sexos;Cataluña;Total;2022T4;3,060,10
Ambos sexos;Cataluña;Total;2022T3;3,106
Ambos sexos;Cataluña;Total;2022T2;3,063,40
Ambos sexos;Cataluña;Total;2022T1;2,993,60
Ambos sexos;Cataluña;Total;2021T4;3,011,10
Ambos sexos;Cataluña;Total;2021T3;3,022,30
Ambos sexos;Cataluña;Total;2021T2;2,913,50
Ambos sexos;Cataluña;Total;2021T1;2,875,40
Ambos sexos;Cataluña;Total;2020T4;2,814,60
Ambos sexos;Cataluña;Total;2020T3;2,807,40
Ambos sexos;Cataluña;Total;2020T2;2,711
Ambos sexos;Cataluña;Uno al mes;2024T2;137,4
Ambos sexos;Cataluña;Uno al mes;2024T1;146,4
Ambos sexos;Cataluña;Uno al mes;2023T4;121
Ambos sexos;Cataluña;Uno al mes;2023T3;142,6
Ambos sexos;Cataluña;Uno al mes;2023T2;112,3
Ambos sexos;Cataluña;Uno al mes;2023T1;114,7
Ambos sexos;Cataluña;Uno al mes;2022T4;112,4
Ambos sexos;Cataluña;Uno al mes;2022T3;122,7
Ambos sexos;Cataluña;Uno al mes;2022T2;123,1
Ambos sexos;Cataluña;Uno al mes;2022T1;117,4
Ambos sexos;Cataluña;Uno al mes;2021T4;124,2
Ambos sexos;Cataluña;Uno al mes;2021T3;126,5
Ambos sexos;Cataluña;Uno al mes;2021T2;129,3
Ambos sexos;Cataluña;Uno al mes;2021T1;152,2
Ambos sexos;Cataluña;Uno al mes;2020T4;115,5
Ambos sexos;Cataluña;Uno al mes;2020T3;106,6
Ambos sexos;Cataluña;Uno al mes;2020T2;103
Ambos sexos;Cataluña;Dos o más al mes;2024T2;672,7
Ambos sexos;Cataluña;Dos o más al mes;2024T1;634,7
Ambos sexos;Cataluña;Dos o más al mes;2023T4;630
Ambos sexos;Cataluña;Dos o más al mes;2023T3;665,3
Ambos sexos;Cataluña;Dos o más al mes;2023T2;655,5
Ambos sexos;Cataluña;Dos o más al mes;2023T1;599,3
Ambos sexos;Cataluña;Dos o más al mes;2022T4;642,9
Ambos sexos;Cataluña;Dos o más al mes;2022T3;660,5
Ambos sexos;Cataluña;Dos o más al mes;2022T2;628,6
Ambos sexos;Cataluña;Dos o más al mes;2022T1;620,9
Ambos sexos;Cataluña;Dos o más al mes;2021T4;611,9
Ambos sexos;Cataluña;Dos o más al mes;2021T3;660,6
Ambos sexos;Cataluña;Dos o más al mes;2021T2;611,8
Ambos sexos;Cataluña;Dos o más al mes;2021T1;514,8
Ambos sexos;Cataluña;Dos o más al mes;2020T4;561,8
Ambos sexos;Cataluña;Dos o más al mes;2020T3;609,2
Ambos sexos;Cataluña;Dos o más al mes;2020T2;488,3
Ambos sexos;Cataluña;Ninguno;2024T2;2,400,10
Ambos sexos;Cataluña;Ninguno;2024T1;2,406,80
Ambos sexos;Cataluña;Ninguno;2023T4;2,400,70
Ambos sexos;Cataluña;Ninguno;2023T3;2,372,80
Ambos sexos;Cataluña;Ninguno;2023T2;2,310,70
Ambos sexos;Cataluña;Ninguno;2023T1;2,279,80
Ambos sexos;Cataluña;Ninguno;2022T4;2,248,70
Ambos sexos;Cataluña;Ninguno;2022T3;2,253,10
Ambos sexos;Cataluña;Ninguno;2022T2;2,267,40
Ambos sexos;Cataluña;Ninguno;2022T1;2,200,30
Ambos sexos;Cataluña;Ninguno;2021T4;2,226,10
Ambos sexos;Cataluña;Ninguno;2021T3;2,183,20
Ambos sexos;Cataluña;Ninguno;2021T2;2,124,70
Ambos sexos;Cataluña;Ninguno;2021T1;2,165,70
Ambos sexos;Cataluña;Ninguno;2020T4;2,078,60
Ambos sexos;Cataluña;Ninguno;2020T3;2,026,30
Ambos sexos;Cataluña;Ninguno;2020T2;2,033,70
Ambos sexos;Cataluña;No sabe;2024T2;74,4
Ambos sexos;Cataluña;No sabe;2024T1;88,2
Ambos sexos;Cataluña;No sabe;2023T4;76,9
Ambos sexos;Cataluña;No sabe;2023T3;97,5
Ambos sexos;Cataluña;No sabe;2023T2;78,8
Ambos sexos;Cataluña;No sabe;2023T1;52
Ambos sexos;Cataluña;No sabe;2022T4;56,1
Ambos sexos;Cataluña;No sabe;2022T3;69,7
Ambos sexos;Cataluña;No sabe;2022T2;44,3
Ambos sexos;Cataluña;No sabe;2022T1;55
Ambos sexos;Cataluña;No sabe;2021T4;49
Ambos sexos;Cataluña;No sabe;2021T3;51,9
Ambos sexos;Cataluña;No sabe;2021T2;47,6
Ambos sexos;Cataluña;No sabe;2021T1;42,8
Ambos sexos;Cataluña;No sabe;2020T4;58,7
Ambos sexos;Cataluña;No sabe;2020T3;65,3
Ambos sexos;Cataluña;No sabe;2020T2;85,9
Ambos sexos;Comunitat Valenciana;Total;2024T2;1,994,50
Ambos sexos;Comunitat Valenciana;Total;2024T1;1,938,40
Ambos sexos;Comunitat Valenciana;Total;2023T4;1,955
Ambos sexos;Comunitat Valenciana;Total;2023T3;1,962,80
Ambos sexos;Comunitat Valenciana;Total;2023T2;1,908
Ambos sexos;Comunitat Valenciana;Total;2023T1;1,897,70
Ambos sexos;Comunitat Valenciana;Total;2022T4;1,900,40
Ambos sexos;Comunitat Valenciana;Total;2022T3;1,861,30
Ambos sexos;Comunitat Valenciana;Total;2022T2;1,836,80
Ambos sexos;Comunitat Valenciana;Total;2022T1;1,820,20
Ambos sexos;Comunitat Valenciana;Total;2021T4;1,779,70
Ambos sexos;Comunitat Valenciana;Total;2021T3;1,718,80
Ambos sexos;Comunitat Valenciana;Total;2021T2;1,709,20
Ambos sexos;Comunitat Valenciana;Total;2021T1;1,665,20
Ambos sexos;Comunitat Valenciana;Total;2020T4;1,697,80
Ambos sexos;Comunitat Valenciana;Total;2020T3;1,692,30
Ambos sexos;Comunitat Valenciana;Total;2020T2;1,598,20
Ambos sexos;Comunitat Valenciana;Uno al mes;2024T2;114,2
Ambos sexos;Comunitat Valenciana;Uno al mes;2024T1;118,9
Ambos sexos;Comunitat Valenciana;Uno al mes;2023T4;126,6
Ambos sexos;Comunitat Valenciana;Uno al mes;2023T3;125,8
Ambos sexos;Comunitat Valenciana;Uno al mes;2023T2;109,3
Ambos sexos;Comunitat Valenciana;Uno al mes;2023T1;108,7
Ambos sexos;Comunitat Valenciana;Uno al mes;2022T4;102,2
Ambos sexos;Comunitat Valenciana;Uno al mes;2022T3;101,7
Ambos sexos;Comunitat Valenciana;Uno al mes;2022T2;97,2
Ambos sexos;Comunitat Valenciana;Uno al mes;2022T1;109,3
Ambos sexos;Comunitat Valenciana;Uno al mes;2021T4;102,3
Ambos sexos;Comunitat Valenciana;Uno al mes;2021T3;125,7
Ambos sexos;Comunitat Valenciana;Uno al mes;2021T2;120,3
Ambos sexos;Comunitat Valenciana;Uno al mes;2021T1;113,3
Ambos sexos;Comunitat Valenciana;Uno al mes;2020T4;111,3
Ambos sexos;Comunitat Valenciana;Uno al mes;2020T3;107,9
Ambos sexos;Comunitat Valenciana;Uno al mes;2020T2;91,7
Ambos sexos;Comunitat Valenciana;Dos o más al mes;2024T2;459,8
Ambos sexos;Comunitat Valenciana;Dos o más al mes;2024T1;411,5
Ambos sexos;Comunitat Valenciana;Dos o más al mes;2023T4;440,5
Ambos sexos;Comunitat Valenciana;Dos o más al mes;2023T3;470,5
Ambos sexos;Comunitat Valenciana;Dos o más al mes;2023T2;438,5
Ambos sexos;Comunitat Valenciana;Dos o más al mes;2023T1;423,1
Ambos sexos;Comunitat Valenciana;Dos o más al mes;2022T4;448,5
Ambos sexos;Comunitat Valenciana;Dos o más al mes;2022T3;419,5
